대학코드,국가,대학명,파견구분,협정형태,NUM_VISITS,BERT_SUM,RNN_SUM,BERT_AVG,RNN_AVG,BERT_PLUS_RNN_SCORE,COLLEGE_LINK
US000400,UNITED STATES,Dominican University of California,,ISEP,1.0,0.0,0.5123575925827026,0.0,0.5123575925827026,0.15370727777481077,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000400&bgbn=A
US000059,UNITED STATES,Drew University,교환학생,교환대학,,,,,,,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000059&bgbn=A
US000295,UNITED STATES,Duke University,,교환대학,,,,,,,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000295&bgbn=A
US000060,UNITED STATES,East Carolina University,교환학생,ISEP,,,,,,,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000060&bgbn=A
US000061,UNITED STATES,East Stroudsburg University,교환학생,ISEP,,,,,,,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000061&bgbn=A
US000062,UNITED STATES,East Tennessee State University,교환학생,ISEP,,,,,,,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000062&bgbn=A
US000138,UNITED STATES,Eastern Oregon University,교환학생,교환대학,,,,,,,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000138&bgbn=A
US000063,UNITED STATES,Eckerd College,교환학생,ISEP,4.0,1.0,2.7023066878318787,0.25,0.6755766719579697,0.3776730015873909,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000063&bgbn=A
US000064,UNITED STATES,Edgewood College,교환학생,ISEP,1.0,1.0,0.8728492259979248,1.0,0.8728492259979248,0.9618547677993774,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000064&bgbn=A
US000065,UNITED STATES,Elmhurst College,교환학생,ISEP,1.0,1.0,0.9886296987533568,1.0,0.9886296987533568,0.996588909626007,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000065&bgbn=A
US000066,UNITED STATES,Emory University,교환학생,교환대학,49.0,43.0,31.816997081041336,0.8775510204081632,0.64932647104166,0.8090836555982122,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000066&bgbn=A
US000067,UNITED STATES,Emporia State University,교환학생,ISEP,,,,,,,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000067&bgbn=A
US000068,UNITED STATES,Fort Hays State University,교환학생,ISEP,1.0,1.0,0.5139521360397339,1.0,0.5139521360397339,0.8541856408119202,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000068&bgbn=A
US000069,UNITED STATES,Frostburg State University,교환학생,ISEP,,,,,,,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000069&bgbn=A
US000070,UNITED STATES,George Mason University,교환학생,교환대학,93.0,83.0,70.36242890357971,0.8924731182795699,0.7565852570277388,0.8517067599040204,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000070&bgbn=A
US000071,UNITED STATES,George Washington University,교환학생,교환대학,39.0,32.0,29.75106179714203,0.8205128205128205,0.7628477383882571,0.8032132958754514,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000071&bgbn=A
US000072,UNITED STATES,Georgia College & State University,교환학생,ISEP,,,,,,,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000072&bgbn=A
US000073,UNITED STATES,Georgia Institute of Technology,교환학생,교환대학,62.0,48.0,44.93562710285187,0.7741935483870968,0.724768179078256,0.7593659375944445,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000073&bgbn=A
US000074,UNITED STATES,Georgia Southern University,교환학생,ISEP,,,,,,,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000074&bgbn=A
US000075,UNITED STATES,Gonzaga University,방문학생SAP(정규),SAF,1.0,1.0,0.5139521360397339,1.0,0.5139521360397339,0.8541856408119202,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000075&bgbn=A
US000296,UNITED STATES,Grinnell College,교환학생,교환대학,,,,,,,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000296&bgbn=A
US000076,UNITED STATES,Hamline University,교환학생,ISEP,,,,,,,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000076&bgbn=A
US000077,UNITED STATES,Hampshire College,교환학생,ISEP,,,,,,,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000077&bgbn=A
US000078,UNITED STATES,Hendrix College,교환학생,ISEP,10.0,9.0,7.120137989521027,0.9,0.7120137989521027,0.8436041396856309,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000078&bgbn=A
US000079,UNITED STATES,Hobart & William Smith College,교환학생,교환대학,28.0,26.0,21.59011882543564,0.9285714285714286,0.771075672336987,0.8813227017010961,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000079&bgbn=A
US000080,UNITED STATES,Howard University,교환학생,ISEP,,,,,,,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000080&bgbn=A
US000081,UNITED STATES,Hult International Business School,교환학생,교환대학,,,,,,,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000081&bgbn=A
US000035,UNITED STATES,Humboldt State University,교환학생,교환대학,,,,,,,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000035&bgbn=A
US000082,UNITED STATES,Idaho State University,교환학생,ISEP,1.0,1.0,0.6301355361938477,1.0,0.6301355361938477,0.8890406608581543,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000082&bgbn=A
US000083,UNITED STATES,Illinois Institute of Technology,방문학생SAP(정규),,17.0,15.0,10.133790135383606,0.8823529411764706,0.5961053020813886,0.7964786494479459,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000083&bgbn=A
US000084,UNITED STATES,Indiana State University,교환학생,ISEP,2.0,1.0,1.1264484524726868,0.5,0.5632242262363434,0.518967267870903,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000084&bgbn=A
US000085,UNITED STATES,Indiana University Bloomington,교환학생방문학생SAP(정규),교환대학SAF,13.0,8.0,7.294690132141113,0.6153846153846154,0.561130010164701,0.5991082338186411,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000085&bgbn=A
US000086,UNITED STATES,Indiana University of Pennsylvania,교환학생,ISEP,,,,,,,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000086&bgbn=A
US000087,UNITED STATES,Iowa State University,교환학생,교환대학,17.0,15.0,9.670300453901291,0.8823529411764706,0.5688412031706642,0.7882994197747286,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000087&bgbn=A
US000088,UNITED STATES,Iowa State University of Science and Technology,교환학생,ISEP,3.0,2.0,2.1371831595897675,0.6666666666666666,0.7123943865299225,0.6803849826256434,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000088&bgbn=A
US000089,UNITED STATES,Jackson State University,교환학생,ISEP,,,,,,,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000089&bgbn=A
US000090,UNITED STATES,James Madison University,교환학생,교환대학,18.0,16.0,13.021862238645554,0.8888888888888888,0.7234367910358641,0.8392532595329814,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000090&bgbn=A
US000091,UNITED STATES,Jamestown College,교환학생,ISEP,,,,,,,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000091&bgbn=A
US000092,UNITED STATES,John Carroll University,교환학생,ISEP,,,,,,,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000092&bgbn=A
US000093,UNITED STATES,Kansas State University,교환학생,ISEP,4.0,3.0,2.480228364467621,0.75,0.6200570911169052,0.7110171273350715,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000093&bgbn=A
US000094,UNITED STATES,Kennesaw State University,교환학생,ISEP,,,,,,,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000094&bgbn=A
US000095,UNITED STATES,King College,교환학생,교환대학,9.0,8.0,6.45596569776535,0.8888888888888888,0.7173295219739279,0.8374210788144005,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000095&bgbn=A
US000096,UNITED STATES,Linfield College,교환학생,교환대학,51.0,50.0,35.07753622531891,0.9803921568627451,0.6877948279474296,0.8926129581881503,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000096&bgbn=A
US000097,UNITED STATES,Long Island University,교환학생,교환대학ISEP,1.0,1.0,0.5261839628219604,1.0,0.5261839628219604,0.8578551888465881,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000097&bgbn=A
US000098,UNITED STATES,Louisiana State University,교환학생,ISEP,10.0,8.0,5.253256142139435,0.8,0.5253256142139435,0.717597684264183,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000098&bgbn=A
US000099,UNITED STATES,Loyola University of New Orleans,교환학생,ISEP,2.0,1.0,1.540766417980194,0.5,0.770383208990097,0.5811149626970291,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000099&bgbn=A
US000100,UNITED STATES,Mansfield University,교환학생,ISEP,2.0,1.0,1.6109103560447693,0.5,0.8054551780223846,0.5916365534067154,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000100&bgbn=A
US000101,UNITED STATES,Mars Hill College,교환학생,ISEP,,,,,,,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000101&bgbn=A
US000102,UNITED STATES,Marshall University,교환학생,ISEP,1.0,1.0,0.6639170646667479,1.0,0.6639170646667479,0.8991751194000244,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000102&bgbn=A
US000103,UNITED STATES,Maryland Institute College of Art,교환학생,교환대학,,,,,,,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000103&bgbn=A
US000104,UNITED STATES,Maryville College,교환학생,교환대학,28.0,27.0,21.112274765968323,0.9642857142857143,0.7540098130702972,0.9012029439210891,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000104&bgbn=A
US000105,UNITED STATES,Mercer University,교환학생,교환대학,8.0,5.0,4.560904264450073,0.625,0.5701130330562592,0.6085339099168777,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000105&bgbn=A
US000106,UNITED STATES,Miami University,교환학생방문학생SAP(정규),ISEPSAF,4.0,3.0,3.2217395305633545,0.75,0.8054348826408386,0.7666304647922515,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000106&bgbn=A
US000107,UNITED STATES,Michigan State University,교환학생,교환대학,54.0,39.0,35.950070440769196,0.7222222222222222,0.6657420451994296,0.7052781691153844,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000107&bgbn=A
US000108,UNITED STATES,Michigan Technological University,교환학생,교환대학,,,,,,,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000108&bgbn=A
US000109,UNITED STATES,Middle Tennessee State University,교환학생,교환대학,19.0,17.0,13.812995791435242,0.8947368421052632,0.7269997784965917,0.8444157230226617,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000109&bgbn=A
US000110,UNITED STATES,Middlebury College,방문학생SAP(정규),SAF,,,,,,,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000110&bgbn=A
US000111,UNITED STATES,Minnesota State University Moorhead,교환학생,ISEP,,,,,,,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000111&bgbn=A
US000112,UNITED STATES,Minot State University,교환학생,ISEP,1.0,1.0,0.6040762662887573,1.0,0.6040762662887573,0.8812228798866272,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000112&bgbn=A
US000113,UNITED STATES,Missouri Southern State University,교환학생,ISEP,4.0,3.0,2.2372766733169556,0.75,0.5593191683292389,0.6927957504987716,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000113&bgbn=A
US000114,UNITED STATES,Missouri State University,교환학생,ISEP,,,,,,,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000114&bgbn=A
US000115,UNITED STATES,Monmouth College,교환학생,ISEP,,,,,,,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000115&bgbn=A
US000116,UNITED STATES,Montana State University,교환학생SAP(정규),교환대학ISEPSAF,31.0,21.0,23.00225454568863,0.6774193548387096,0.7420082111512462,0.6967960117324705,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000116&bgbn=A
US000117,UNITED STATES,Mount Holyoke College,방문학생SAP(정규),SAF,,,,,,,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000117&bgbn=A
US000118,UNITED STATES,Muskingum College,교환학생,교환대학,17.0,16.0,10.07533198595047,0.9411764705882353,0.5926665874088511,0.83662350563442,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000118&bgbn=A
US000119,UNITED STATES,Nebraska Wesleyan University,교환학생,ISEP,7.0,6.0,3.860870122909546,0.8571428571428571,0.5515528747013637,0.7654658624104091,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000119&bgbn=A
US000120,UNITED STATES,New Brunswick Theological Seminary,교환학생,교환대학,1.0,1.0,0.5033164024353027,1.0,0.5033164024353027,0.8509949207305908,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000120&bgbn=A
US000121,UNITED STATES,New Mexico State University,교환학생,ISEP,,,,,,,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000121&bgbn=A
US000122,UNITED STATES,New York University,교환학생,교환대학,42.0,33.0,27.090138792991638,0.7857142857142857,0.645003304595039,0.7435009913785116,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000122&bgbn=A
US000123,UNITED STATES,New York University - Stern School of Business,교환학생,교환대학,18.0,17.0,12.651913166046143,0.9444444444444444,0.7028840647803413,0.8719763305452135,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000123&bgbn=A
US000124,UNITED STATES,North Carolina Agricultural & Technical State University,교환학생,ISEP,1.0,0.0,0.637913703918457,0.0,0.637913703918457,0.1913741111755371,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000124&bgbn=A
US000125,UNITED STATES,North Carolina Central University,교환학생,ISEP,,,,,,,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000125&bgbn=A
US000126,UNITED STATES,"North Carolina State University, Raleigh",교환학생,ISEP,6.0,4.0,4.114972174167633,0.6666666666666666,0.6858286956946055,0.6724152753750483,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000126&bgbn=A
US000127,UNITED STATES,North Central College,교환학생,교환대학,22.0,19.0,13.805211812257767,0.8636363636363636,0.6275096278298985,0.7927983428944241,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000127&bgbn=A
US000128,UNITED STATES,North Dakota State University,교환학생,ISEP,6.0,4.0,3.8647141456604004,0.6666666666666666,0.6441190242767334,0.6599023739496866,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000128&bgbn=A
US000129,UNITED STATES,North Georgia College & State University,교환학생,ISEP,1.0,1.0,0.6072539687156677,1.0,0.6072539687156677,0.8821761906147003,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000129&bgbn=A
US000130,UNITED STATES,North Park University,교환학생,ISEP,,,,,,,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000130&bgbn=A
US000302,UNITED STATES,Northeastern University,교환학생,교환대학,,,,,,,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000302&bgbn=A
US000281,UNITED STATES,Northern Arizona University,교환학생,ISEP,3.0,2.0,1.9953954815864563,0.6666666666666666,0.6651318271954855,0.6662062148253123,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000281&bgbn=A
US000131,UNITED STATES,Northern State University,교환학생,교환대학,23.0,17.0,15.763255000114441,0.7391304347826086,0.685358913048454,0.7229989782623621,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000131&bgbn=A
US000132,UNITED STATES,Northwest Missouri State University,교환학생,교환대학ISEP,8.0,6.0,5.50217992067337,0.75,0.6877724900841713,0.7313317470252513,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000132&bgbn=A
US000133,UNITED STATES,Northwestern State University of Louisiana,교환학생,ISEP,1.0,1.0,0.9451886415481568,1.0,0.9451886415481568,0.9835565924644469,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000133&bgbn=A
US000134,UNITED STATES,"Northwestern University, Kellogg School of Management",교환학생,교환대학,2.0,2.0,1.0319980382919312,1.0,0.5159990191459656,0.8547997057437896,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000134&bgbn=A
US000135,UNITED STATES,Ohio State University,교환학생,교환대학,25.0,19.0,16.912310779094696,0.76,0.6764924311637879,0.7349477293491362,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000135&bgbn=A
US000136,UNITED STATES,Oklahoma State University,교환학생,교환대학,21.0,12.0,14.180872231721878,0.5714285714285714,0.6752796300819942,0.6025838890245983,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000136&bgbn=A
US000137,UNITED STATES,Old Dominion University,교환학생,교환대학ISEP,36.0,28.0,25.300504237413406,0.7777777777777778,0.7027917843725946,0.7552819797562228,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000137&bgbn=A
US000139,UNITED STATES,Oregon Institute of Technology,교환학생,교환대학,,,,,,,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000139&bgbn=A
US000140,UNITED STATES,Oregon State University,교환학생,교환대학,18.0,12.0,11.147726356983185,0.6666666666666666,0.6193181309435103,0.6524621059497198,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000140&bgbn=A
US000145,UNITED STATES,Pepperdine University,방문학생SAP(정규),SAF,,,,,,,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000145&bgbn=A
US000146,UNITED STATES,Pitzer College,교환학생,ISEP,,,,,,,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000146&bgbn=A
US000141,UNITED STATES,Portland State University,교환학생,교환대학,,,,,,,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000141&bgbn=A
US000147,UNITED STATES,Purdue University,교환학생방문학생SAP(정규),교환대학SAF,51.0,42.0,35.52003738284111,0.8235294117647058,0.6964713212321786,0.7854119846049477,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000147&bgbn=A
US000148,UNITED STATES,Radford University,교환학생,ISEP,,,,,,,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000148&bgbn=A
US000149,UNITED STATES,Randolph-Macon College,교환학생,교환대학,10.0,8.0,6.948341220617294,0.8,0.6948341220617295,0.7684502366185187,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000149&bgbn=A
US000150,UNITED STATES,Recinto Universitario De Mayaguez,교환학생,ISEP,,,,,,,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000150&bgbn=A
US000151,UNITED STATES,Recinto Universitario De Rio Piedras,교환학생,ISEP,,,,,,,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000151&bgbn=A
US000152,UNITED STATES,Rhodes College,교환학생,ISEP,,,,,,,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000152&bgbn=A
US000153,UNITED STATES,Roanoke College,교환학생,ISEP,6.0,5.0,3.1407687067985535,0.8333333333333334,0.5234614511330923,0.740371768673261,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000153&bgbn=A
US000154,UNITED STATES,Rocky Mountain College,교환학생,ISEP,,,,,,,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000154&bgbn=A
US000155,UNITED STATES,Roger Williams University,교환학생,교환대학,,,,,,,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000155&bgbn=A
US000156,UNITED STATES,Roosevelt University,교환학생,ISEP,,,,,,,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000156&bgbn=A
US000297,UNITED STATES,"Rutgers University, The State University of New Jersey",교환학생,교환대학,,,,,,,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000297&bgbn=A
US000157,UNITED STATES,Sacred Heart University,교환학생,교환대학,4.0,3.0,1.983530044555664,0.75,0.495882511138916,0.6737647533416747,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000157&bgbn=A
US000040,UNITED STATES,San Diego State University,교환학생SAP(정규),교환대학ISEP,70.0,59.0,46.31579154729843,0.8428571428571429,0.6616541649614062,0.7884962494884218,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000040&bgbn=A
US000037,UNITED STATES,San Francisco State University,교환학생,교환대학,67.0,60.0,46.72753405570984,0.8955223880597015,0.697425881428505,0.8360934360703426,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000037&bgbn=A
US000041,UNITED STATES,San Jose State University,교환학생,교환대학ISEP,25.0,18.0,16.81703245639801,0.72,0.6726812982559204,0.7058043894767762,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000041&bgbn=A
US000158,UNITED STATES,Smith College,방문학생SAP(정규),SAF,,,,,,,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000158&bgbn=A
US000038,UNITED STATES,Sonoma State University,교환학생,교환대학,,,,,,,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000038&bgbn=A
US000159,UNITED STATES,South Dakota State University,교환학생,ISEP,,,,,,,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000159&bgbn=A
US000160,UNITED STATES,Southern Connecticut State University,교환학생,ISEP,,,,,,,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000160&bgbn=A
US000161,UNITED STATES,Southern Illinois University-Carbondale,교환학생,ISEP,3.0,3.0,1.7897488474845886,1.0,0.5965829491615295,0.8789748847484589,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000161&bgbn=A
US000142,UNITED STATES,Southern Oregon University,교환학생,교환대학,,,,,,,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000142&bgbn=A
US000162,UNITED STATES,Southwestern University,교환학생,ISEP,2.0,2.0,1.213273286819458,1.0,0.606636643409729,0.8819909930229186,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000162&bgbn=A
US000163,UNITED STATES,St. Cloud State University,교환학생방문학생SAP(정규),교환대학,86.0,80.0,59.523070484399796,0.9302325581395349,0.6921287265627883,0.8588014086665109,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000163&bgbn=A
US000164,UNITED STATES,St. Edward's University,교환학생,ISEP,,,,,,,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000164&bgbn=A
US000165,UNITED STATES,St. Joseph's College of Maine,교환학생,ISEP,1.0,1.0,0.7883647084236145,1.0,0.7883647084236145,0.9365094125270843,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000165&bgbn=A
US000166,UNITED STATES,St. Lawrence University,교환학생,ISEP,1.0,1.0,0.5139521360397339,1.0,0.5139521360397339,0.8541856408119202,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000166&bgbn=A
US000167,UNITED STATES,St. Michael's College,교환학생,교환대학,2.0,1.0,1.5168815851211548,0.5,0.7584407925605774,0.5775322377681732,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000167&bgbn=A
US000168,UNITED STATES,St. Olaf College,교환학생,교환대학,20.0,19.0,14.099125474691391,0.95,0.7049562737345696,0.8764868821203708,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000168&bgbn=A
US000169,UNITED STATES,St. Peter's College,교환학생,ISEP,,,,,,,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000169&bgbn=A
US000170,UNITED STATES,Stephen F. Austin State University,교환학생,ISEP,,,,,,,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000170&bgbn=A
US000171,UNITED STATES,Suffolk University - Sawyer School of Management,교환학생,교환대학,13.0,9.0,9.301319062709808,0.6923076923076923,0.7154860817469083,0.699261209139457,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000171&bgbn=A
US000172,UNITED STATES,SUNY at Albany,교환학생,교환대학,223.0,177.0,150.85559013485909,0.7937219730941704,0.6764824669724623,0.7585501212576579,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000172&bgbn=A
US000173,UNITED STATES,SUNY at Stony Brook,교환학생,교환대학,66.0,56.0,46.791345834732056,0.8484848484848485,0.7089597853747281,0.8066273295518123,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000173&bgbn=A
US000174,UNITED STATES,Syracuse University,교환학생,교환대학,35.0,27.0,24.32923349738121,0.7714285714285715,0.6951209570680346,0.7485362871204104,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000174&bgbn=A
US000279,UNITED STATES,Temple University,교환학생,교환대학,31.0,23.0,21.526893943548203,0.7419354838709677,0.6944159336628453,0.7276796188085309,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000279&bgbn=A
US000175,UNITED STATES,Tennessee State University,교환학생,ISEP,,,,,,,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000175&bgbn=A
US000176,UNITED STATES,Tennessee Technological University,교환학생,ISEP,,,,,,,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000176&bgbn=A
US000177,UNITED STATES,Texas A&M International University,교환학생,ISEP,,,,,,,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000177&bgbn=A
US000178,UNITED STATES,Texas Lutheran University,교환학생,ISEP,,,,,,,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000178&bgbn=A
US000233,UNITED STATES,The University of Scranton,교환학생,교환대학,33.0,26.0,23.76008027791977,0.7878787878787878,0.7200024326642355,0.767515881314422,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000233&bgbn=A
US000179,UNITED STATES,Thunderbird School of Global Management,교환학생,교환대학,8.0,5.0,4.24778813123703,0.625,0.5309735164046288,0.5967920549213886,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000179&bgbn=A
US000180,UNITED STATES,Towson University,교환학생,교환대학,18.0,15.0,14.019603461027145,0.8333333333333334,0.7788668589459525,0.8169933910171191,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000180&bgbn=A
US000181,UNITED STATES,Trinity University,교환학생SAP(정규),교환대학SAF,11.0,6.0,6.920484244823456,0.5454545454545454,0.6291349313475869,0.5705586612224578,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000181&bgbn=A
US000182,UNITED STATES,Truman State University,교환학생,ISEP,10.0,6.0,7.024471789598465,0.6,0.7024471789598465,0.6307341536879539,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000182&bgbn=A
US000280,UNITED STATES,"Tufts University, The Fletcher School",교환학생,교환대학,5.0,5.0,2.5790072679519653,1.0,0.5158014535903931,0.8547404360771179,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000280&bgbn=A
US000183,UNITED STATES,Union College,교환학생,교환대학,4.0,4.0,2.0494303703308105,1.0,0.5123575925827026,0.8537072777748107,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000183&bgbn=A
US000184,UNITED STATES,University of Akron,교환학생,교환대학,34.0,26.0,22.990320086479187,0.7647058823529411,0.6761858848964467,0.7381498831159927,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000184&bgbn=A
US000185,UNITED STATES,University of Alabama,교환학생,교환대학,19.0,17.0,11.64844834804535,0.8947368421052632,0.6130762288444921,0.8102386581270318,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000185&bgbn=A
US000186,UNITED STATES,University of Alaska Southeast,교환학생,ISEP,,,,,,,http://oia.yonsei.ac.kr/partner/expReport.asp?ucode=US000186&bgbn=A
