No,제목,학과,과정,년도,href,BERT_SCORE
6,"최고의 경영그랑제꼴, HEC Paris",불어불문학과,학부,2007-2008,/partner/expReport.asp?id=3118&page=1&bgbn=R,1
5,HEC,경영학과,학부,2006,/partner/expReport.asp?id=2526&page=1&bgbn=R,1
4,HEC,경영학과,학부,2006,/partner/expReport.asp?id=2406&page=1&bgbn=R,1
3,HEC,경영대학원,대학원,2004,/partner/expReport.asp?id=1264&page=1&bgbn=R,1
2,HEC에서의 수업을 중심으로,국제학대학원,대학원,2002,/partner/expReport.asp?id=879&page=1&bgbn=R,1
1,HEC - 오세훈,국제학대학원,대학원,2002,/partner/expReport.asp?id=530&page=1&bgbn=R,1
