No,제목,학과,과정,년도,href,BERT_SCORE
5,릴에서 보낸 가장 그리운 한 학기,주거환경학과,학부,2007,/partner/expReport.asp?id=3240&page=1&bgbn=R,1
4,la vie lilloise inoubiable!,불어불문학과,학부,2007,/partner/expReport.asp?id=3047&page=1&bgbn=R,1
3,"파란만장, 그 1년",불어불문학과,학부,2005,/partner/expReport.asp?id=1921&page=1&bgbn=R,0
2,귀중한 한학기.,경제학과,학부,2005,/partner/expReport.asp?id=1721&page=1&bgbn=R,1
1,릴에서의 생활,불어불문학전공,학부,2004,/partner/expReport.asp?id=1357&page=1&bgbn=R,1
