No,제목,학과,과정,년도,href,BERT_SCORE
3,U College of Cape Breton,경영학전공,학부,2000-2001,/partner/expReport.asp?id=372&page=1&bgbn=R,1
2,U College of Cape Breton-고일훈,상경계열,학부,2000-2001,/partner/expReport.asp?id=285&page=1&bgbn=R,1
1,U college of Cape Breton-신재연,신문방송학과,학부,2000,/partner/expReport.asp?id=228&page=1&bgbn=R,0
