No,제목,학과,과정,년도,href,BERT_SCORE
3,Leiden University,영문과,학부,2009,/partner/expReport.asp?id=4184&page=1&bgbn=R,0
2,Leiden University_Universiteit Leiden,사회과학대학 정치외교학과,학부,2005,/partner/expReport.asp?id=1742&page=1&bgbn=R,1
1,Leiden Univ.- 박지영,영어영문학전공,학부,2002-2003,/partner/expReport.asp?id=952&page=1&bgbn=R,1
