No,제목,학과,과정,년도,href,BERT_SCORE
3,Aftermath of An ESP AT York,스포츠레저학과,학부,2009-2010,/partner/expReport.asp?id=5586&page=1&bgbn=R,1
2,York 대학교에서의 짧지만 길었던 한 학기,경영학과,학부,2011,/partner/expReport.asp?id=5288&page=1&bgbn=R,1
1,"토론토, 그리고 York University",경영학과,학부,2009-2010,/partner/expReport.asp?id=4586&page=1&bgbn=R,1
