,No,제목,학과,과정,년도,href,RNN_SCORE
13,34,10년을 더 살 에너지를 일 년간 얻어온 뮌헨...,경영학과,학부,2017-2018,/partner/expReport.asp?id=15064&page=2&bgbn=R,0.640803337097168
14,33,대학생활 중 가장 기억에 남을 5개월,경영학과,학부,2018,/partner/expReport.asp?id=15061&page=2&bgbn=R,0.8958637714385986
15,32,교환학생은 1년동안 해야 하고 장소는 독일이어야 하는 이유,교육학과,학부,2017-2018,/partner/expReport.asp?id=15059&page=2&bgbn=R,0.6778860688209534
16,31,교환학생을 갈까 말까 고민하시는 분들이 읽어주셨으면 합니다.,경제학과,학부,2017-2018,/partner/expReport.asp?id=14723&page=2&bgbn=R,0.14349153637886047
17,30,대학생활 중 가장 잘 한 선택이었던 뮌헨공대 교환!!!!!!,문헌정보학과,학부,2017-2018,/partner/expReport.asp?id=14694&page=2&bgbn=R,0.8629131317138672
18,29,뮌헨공대에서의 즐거웠던 한학기,에너지환경융합(EESE),학부,2017-2018,/partner/expReport.asp?id=14687&page=2&bgbn=R,0.905215859413147
19,28,여유로웠던 뮌헨에서의 꿈만 같았던 한 학기,UIC 생명과학공학과,학부,2017,/partner/expReport.asp?id=14288&page=2&bgbn=R,0.8287191390991211
20,27,뮌헨공과대학교 경험보고서,에너지환경융합(EESE),학부,2017,/partner/expReport.asp?id=14286&page=3&bgbn=R,0.5710914134979248
21,26,TUM 교환 보고서,경영학과,학부,2016-2017,/partner/expReport.asp?id=14278&page=3&bgbn=R,0.664448618888855
22,25,뮌헨공대 전자-정보공학과의 생활,전기전자공학,학부,2016-2017,/partner/expReport.asp?id=14204&page=3&bgbn=R,0.3517616093158722
23,24,소중했던 뮌헨에서의 1년,UIC 테크노아트학부,학부,2016-2017,/partner/expReport.asp?id=14178&page=3&bgbn=R,0.7498469948768616
24,23,뮌헨에서의 빛나는 추억,행정학과,학부,2015-2016,/partner/expReport.asp?id=14042&page=3&bgbn=R,0.9625439643859863
25,22,"잊혀지지 않는 맥주의 도시, 뮌헨",기계공학부,학부,2016,/partner/expReport.asp?id=13434&page=3&bgbn=R,0.7915136814117432
26,21,소중했던 독일에서의 교환생활,생명과학공학,학부,2015,/partner/expReport.asp?id=12847&page=3&bgbn=R,0.6921823024749756
27,20,뮌헨에서의 자유로웠던 시간,경제학과,학부,2015,/partner/expReport.asp?id=12828&page=3&bgbn=R,0.8039315342903137
28,19,뮌헨에 대한 생생한 정보,경영학과,학부,2015-2016,/partner/expReport.asp?id=12799&page=3&bgbn=R,0.6820973753929138
29,18,자세히 보아야 예쁜 독일,심리학과,학부,2015,/partner/expReport.asp?id=12585&page=3&bgbn=R,0.8770663738250732
30,17,휴학을 감행하고 선택한 교환학생,경영학과,학부,2015,/partner/expReport.asp?id=12369&page=4&bgbn=R,0.4033399522304535
31,16,다시 가고 싶은 뮌헨,천문우주학과,학부,2014,/partner/expReport.asp?id=12368&page=4&bgbn=R,0.9126282334327698
32,15,뮌헨에서의 잊지 못 할 추억,경영학과,학부,2014,/partner/expReport.asp?id=12163&page=4&bgbn=R,0.9557400941848755
33,14,잊을수 없었던 기억,정보산업공학과,학부,2014-2015,/partner/expReport.asp?id=11964&page=4&bgbn=R,0.9466880559921265
34,13,나는 뮌헨 공과 대학교 학생이었다!,환경공학부,학부,2014-2015,/partner/expReport.asp?id=11951&page=4&bgbn=R,0.6033143997192383
35,12,나의 사랑 뮌헨,기계공학과,학부,2014,/partner/expReport.asp?id=11902&page=4&bgbn=R,0.8592536449432373
36,11,다시 가고 싶은 뮌헨,생명공학과,학부,2014-2015,/partner/expReport.asp?id=11835&page=4&bgbn=R,0.9126282334327698
37,10,뮌헨에 교환학생으로 간다면 이것 만큼은 꼭 알고가자!,경영학과,학부,2014-15,/partner/expReport.asp?id=10658&page=4&bgbn=R,0.6848453283309937
38,9,꿈 같았던 뮌헨에서의 생활을 마치고,토목환경공학과,대학원,2013-2014,/partner/expReport.asp?id=7473&page=4&bgbn=R,0.8483403921127319
39,8,모두가 다시 가고싶은 뮌헨을 떠올릴 수 있기를 바라며,전기전자공학과,학부,2014,/partner/expReport.asp?id=7472&page=4&bgbn=R,0.9840080738067627
40,7,"처음 격어본 외국 생활, 외국 대학",화공생명공학과,학부,2013-2014,/partner/expReport.asp?id=7364&page=5&bgbn=R,0.29418548941612244
41,6,TUM 교환학생을 마치고,컴퓨터과학과,학부,2013-2014,/partner/expReport.asp?id=7024&page=5&bgbn=R,0.5013425350189209
42,5,TUM에서의 교환학생,독어독문학과,학부,2013-2014,/partner/expReport.asp?id=7021&page=5&bgbn=R,0.731432318687439
43,4,뮌헨공대 교환을 다녀와서,신소재공학과,학부,2013-2014,/partner/expReport.asp?id=6995&page=5&bgbn=R,0.654245913028717
44,3,뮌헨공과대학교 교환학생을 다녀와서,기계공학과,학부,2012-2013,/partner/expReport.asp?id=6630&page=5&bgbn=R,0.5831952691078186
45,2,"교환학생, 다신 없을 감사한 생활!",화학과,학부,2013,/partner/expReport.asp?id=6586&page=5&bgbn=R,0.7946062088012695
46,1,뮌헨 교환학생을 마치고,지구시스템과학과,학부,2012-2013,/partner/expReport.asp?id=6315&page=5&bgbn=R,0.5013425350189209
