,No,제목,학과,과정,년도,href,RNN_SCORE
0,47,소중했던 뮌헨에서의 교환생활,생명공학과,학부,2019-2020,/partner/expReport.asp?id=16426&page=1&bgbn=R,0.6885096430778503
1,46,힐링하고 온 뮌헨공대에서의 경험,건축공학과,학부,2019,/partner/expReport.asp?id=16209&page=1&bgbn=R,0.9383971691131592
2,45,또 있을까 싶은 행복이었던 한 학기,신소재공학과,학부,2019,/partner/expReport.asp?id=16126&page=1&bgbn=R,0.9619517922401428
3,44,교환학생 경험보고서,나노과학공학과,학부,2019,/partner/expReport.asp?id=16061&page=1&bgbn=R,0.6901764869689941
4,43,대학에 와서 한 번쯤은 꼭 해볼 경험,에너지환경융합학과,학부,2018,/partner/expReport.asp?id=15601&page=1&bgbn=R,0.9136366844177246
5,42,후회없는 교환이었습니다,나노과학공학과,학부,2018-2019,/partner/expReport.asp?id=15533&page=1&bgbn=R,0.929685115814209
6,41,여유로웠던 뮌헨에서의 행복했던 6개월,전기전자공학부,학부,2018,/partner/expReport.asp?id=15493&page=1&bgbn=R,0.8627001047134399
7,40,뮌헨에서의 잊지 못할 한 학기,전기전자공학과,학부,2018-2019,/partner/expReport.asp?id=15457&page=1&bgbn=R,0.8897989988327026
8,39,뮌헨에서의 소중했던 한 학기- 뮌헨공대를 추천합니다.,경영학과,학부,2018-2019,/partner/expReport.asp?id=15433&page=1&bgbn=R,0.8678523898124695
9,38,뮌헨공대로 교환학생을 와야되는 이유!!!! 고민중이라면 필독!!!!!,수학과,학부,2018,/partner/expReport.asp?id=15425&page=1&bgbn=R,0.5194809436798096
10,37,뮌헨에서의 한 학기,언론홍보영상,학부,2016,/partner/expReport.asp?id=15139&page=2&bgbn=R,0.731432318687439
11,36,교환학생으로써의 자유를 최대로 누릴 수 있는 뮌헨공대!,문헌정보학과,학부,2018,/partner/expReport.asp?id=15138&page=2&bgbn=R,0.8269792795181274
12,35,독일에서의 삶 그리고 유럽여행,화학과,학부,2018,/partner/expReport.asp?id=15092&page=2&bgbn=R,0.9631344079971313
