,No,제목,학과,과정,년도,href,BERT_SCORE,RNN_SCORE
0,8,CBS에서의 가을학기,경영학과,학부,2012,/partner/expReport.asp?id=6666&page=1&bgbn=R,1,0.8365696668624878
1,7,코펜하겐에서 보낸 내 인생의 봄날,철학,학부,2008-2009,/partner/expReport.asp?id=4221&page=1&bgbn=R,1,0.7226572036743164
2,6,교환학생 경험보고서,영어영문학과,학부,2009,/partner/expReport.asp?id=4132&page=1&bgbn=R,0,0.6901764869689941
3,5,코펜하겐에서의 즐거운 생활!,신문방송학과,학부,2008-2009,/partner/expReport.asp?id=4043&page=1&bgbn=R,1,0.89825439453125
4,4,"꿈의 도시, 코펜하겐!",행정학과,학부,2008,/partner/expReport.asp?id=3886&page=1&bgbn=R,1,0.7360692024230957
5,3,Copenhagen Business School,법학과,학부,2009,/partner/expReport.asp?id=3836&page=1&bgbn=R,1,0.515648603439331
6,2,"CBS-Copenhagen,Denmark",불어불문학,학부,2008-2009,/partner/expReport.asp?id=3723&page=1&bgbn=R,1,0.5122702717781067
7,1,잊지못할 CBS,생활디자인,학부,2008-2009,/partner/expReport.asp?id=3638&page=1&bgbn=R,0,0.9007439613342285
