,No,제목,학과,과정,년도,href,BERT_SCORE,RNN_SCORE
0,2,멕시코 UNAM 대학교에서 한학기를 보내며,언더우드 국제학과,학부,2018,/partner/expReport.asp?id=15101&page=1&bgbn=R,1,0.7934240102767944
1,1,멕시코에서의 1년,문화인류학과,학부,2017,/partner/expReport.asp?id=14493&page=1&bgbn=R,0,0.6830267906188965
