,No,제목,학과,과정,년도,href,BERT_SCORE,RNN_SCORE
0,54,너무 행복했던 린네대학교 생활,사회학과,학부,2019-2020,/partner/expReport.asp?id=16478&page=1&bgbn=R,1,0.9594141840934753
1,53,즐거웠던 Linnaeus university에서의 한 학기,중어중문학과,학부,2019,/partner/expReport.asp?id=16329&page=1&bgbn=R,0,0.8881598711013794
2,52,영혼을 갈아 작성한 Linnaeus 도움글!!!!!,사회복지학과,학부,2019,/partner/expReport.asp?id=16268&page=1&bgbn=R,0,0.47725391387939453
3,51,Vaxjo 캠퍼스에서의 한 학기,정치외교학과,학부,2018,/partner/expReport.asp?id=15336&page=1&bgbn=R,0,0.6468037962913513
4,50,즐거웠던 1년간의 스웨덴 생활,영어영문학과,학부,2017-2018,/partner/expReport.asp?id=14965&page=1&bgbn=R,0,0.8946366310119629
5,49,아름다운 도시 백훼에서의 한 학기,국어국문학과,학부,2018,/partner/expReport.asp?id=14947&page=1&bgbn=R,1,0.9047110080718994
6,48,스웨덴 벡훼에서의 잊지 못할 한 학기,사회복지학과,학부,2018,/partner/expReport.asp?id=14815&page=1&bgbn=R,1,0.957423210144043
7,47,즐거웠던 벡훼 생활,전기전자공학부,학부,2017,/partner/expReport.asp?id=14677&page=1&bgbn=R,0,0.8893452882766724
8,46,Linnaeus University에서의 한 학기,실내건축학과,학부,2016-2017,/partner/expReport.asp?id=13843&page=1&bgbn=R,0,0.6468037962913513
9,45,Linnaeus University 경험보고서,문화인류학과,학부,2016-2017,/partner/expReport.asp?id=13792&page=1&bgbn=R,0,0.6136277318000793
10,44,스웨덴 린네대학교(백훼캠퍼스) 경험보고서,언론홍보영상학부,학부,2016,/partner/expReport.asp?id=13759&page=2&bgbn=R,1,0.8155275583267212
11,43,많은 것을 느낀 kalmar에서 한 학기,시스템생물학과,학부,2016,/partner/expReport.asp?id=13747&page=2&bgbn=R,1,0.6509934663772583
12,42,하룻밤 꿈같았던 백훼에서의 일년,행정학과,학부,2014,/partner/expReport.asp?id=13724&page=2&bgbn=R,1,0.7734023928642273
13,41,잊지 못할 벡훼에서의 한 학기,생활디자인학과,학부,2016,/partner/expReport.asp?id=13697&page=2&bgbn=R,1,0.8951096534729004
14,40,유럽에서 보내는 한 학기,사회복지학과,학부,2015,/partner/expReport.asp?id=13596&page=2&bgbn=R,0,0.4121684730052948
15,39,현실이라기엔 너무나 꿈만 같았던 Vaxjo에서의 한학기,행정학과,학부,2013,/partner/expReport.asp?id=13409&page=2&bgbn=R,1,0.835175096988678
16,38,Learn Design with Real Materials,Information and Interaction Design,학부,2016,/partner/expReport.asp?id=13337&page=2&bgbn=R,1,0.5001710653305054
17,37,시간이 멈춘것 같았던 백훼에서의 한학기!,의류환경,학부,2016,/partner/expReport.asp?id=13307&page=2&bgbn=R,1,0.6733341217041016
18,36,스웨덴 Linnaeus University 경험보고서,정치외교학과,학부,2015,/partner/expReport.asp?id=12509&page=2&bgbn=R,0,0.7419376373291016
19,35,벡훼 스웨덴으로 오세요!!,사회복지학과,학부,2015,/partner/expReport.asp?id=12029&page=2&bgbn=R,0,0.5763073563575745
20,34,잊지 못할 벡훼에서의 2014년 가을,국어국문학과,학부,2014,/partner/expReport.asp?id=10716&page=3&bgbn=R,1,0.9472092986106873
21,33,본교 디자인학부생들에게 추천하고픈 프로그램,생활디자인학과,학부,2014,/partner/expReport.asp?id=10713&page=3&bgbn=R,1,0.8845188617706299
22,32,Linnaeus University (Vaxjo) 경험 보고서,영어영문학과,학부,2011,/partner/expReport.asp?id=10660&page=3&bgbn=R,0,0.6204023361206055
23,31,꿈만 같았던 한 학기,문화인류학과,학부,2013,/partner/expReport.asp?id=6877&page=3&bgbn=R,0,0.8302287459373474
24,30,Linnaeus(Vaxjo) University 교환학생,전기전자공학,학부,2013,/partner/expReport.asp?id=6845&page=3&bgbn=R,0,0.5123643279075623
25,29,인생의 터닝포인트,생활디자인학과,학부,2012-2013,/partner/expReport.asp?id=6819&page=3&bgbn=R,1,0.9209119081497192
26,28,교환학생 경험보고서,철학,학부,2013,/partner/expReport.asp?id=6768&page=3&bgbn=R,0,0.6353806853294373
27,27,아름다운 나라 스웨덴에서의 교환학생 생활 :),영어영문학과,학부,2011,/partner/expReport.asp?id=6754&page=3&bgbn=R,1,0.9134508967399597
28,26,linnaeus univ 교환학생 경험보고서,식품영양학과,학부,2013,/partner/expReport.asp?id=6672&page=3&bgbn=R,1,0.6099135279655457
29,25,"1년짜리 꿈을 꾸고 온, Linnaeus Univ.",생활디자인,학부,2012-2013,/partner/expReport.asp?id=6517&page=3&bgbn=R,1,0.7824175357818604
30,24,멋진 인연들로 가득한 Linneaus University로 오세요!:D,사회복지학과,학부,2012,/partner/expReport.asp?id=6240&page=4&bgbn=R,1,0.854005753993988
31,23,교환학생파견보고서,도시공학과,학부,2011,/partner/expReport.asp?id=5963&page=4&bgbn=R,1,0.5819611549377441
32,22,Vaxjo University 파견보고서,전기전자공학,학부,2011,/partner/expReport.asp?id=5433&page=4&bgbn=R,1,0.5776456594467163
33,21,스웨덴에서 잊을 수 없는 시간들.,심리학과,학부,2011,/partner/expReport.asp?id=5420&page=4&bgbn=R,1,0.8375772833824158
34,20,눈부시게 아름다웠던 스웨덴의 설경 1년 동안,문화인류학/심리학과,학부,2010-2011,/partner/expReport.asp?id=5412&page=4&bgbn=R,1,0.8737031817436218
35,19,교환학생 경험보고서,국어국문학과,학부,2011,/partner/expReport.asp?id=5393&page=4&bgbn=R,0,0.6353806853294373
36,18,교환학생 방문기,경제학부,학부,2010-2011,/partner/expReport.asp?id=5064&page=4&bgbn=R,0,0.21324825286865234
37,17,vaxjo university 경험보고서,영어영문학과,학부,2010,/partner/expReport.asp?id=4752&page=4&bgbn=R,0,0.6136277318000793
38,16,경험보고서,행정,학부,2010,/partner/expReport.asp?id=4744&page=4&bgbn=R,0,0.6995068192481995
39,15,교환학생 경험보고서-Linnaeus(Vaxjo) University,주거환경학과,학부,2010,/partner/expReport.asp?id=4732&page=4&bgbn=R,1,0.648075520992279
40,14,어느 것도 잃지 않는 여유를 배우다,국어국문학과,학부,2009,/partner/expReport.asp?id=4053&page=5&bgbn=R,1,0.8934365510940552
41,13,지루하거나 혹은 다이나믹하거나,행정/경영,학부,2008-2009,/partner/expReport.asp?id=3930&page=5&bgbn=R,0,0.08267999440431595
42,12,교환학생 경험보고서,생활디자인학과,학부,2009,/partner/expReport.asp?id=3803&page=5&bgbn=R,0,0.6353806853294373
43,11,"나를 다시 발견한 1년,",교육/영문학과,학부,2008-2009,/partner/expReport.asp?id=3794&page=5&bgbn=R,1,0.952089250087738
44,10,내사랑 Vaxjo♥,경영학과,학부,2008,/partner/expReport.asp?id=3671&page=5&bgbn=R,1,0.750389814376831
45,9,"대학시절 가장 아름다운 순간이 있던, Vaxjo",신문방송학과,학부,2008,/partner/expReport.asp?id=3625&page=5&bgbn=R,1,0.8668374419212341
46,8,Vaxjo 교환학생 생활,천문우주학과,학부,2008,/partner/expReport.asp?id=3454&page=5&bgbn=R,0,0.41876599192619324
47,7,"다른 세상을 꿈꿀 수 있게 한 나라, 스웨덴",교육학과,학부,2008-2009,/partner/expReport.asp?id=3444&page=5&bgbn=R,1,0.8131976127624512
48,6,"호수의 도시, Vaxjo에서의 1년",사회학과,학부,2007,/partner/expReport.asp?id=3276&page=5&bgbn=R,0,0.8535600304603577
49,5,친절한 사람들의 나라,문과대학 사학과,학부,2007,/partner/expReport.asp?id=2980&page=5&bgbn=R,1,0.4525746703147888
50,4,여기서 26시간 기차를 타면 오로라를 볼수 있어,교육학과,학부,2006,/partner/expReport.asp?id=2482&page=6&bgbn=R,0,0.41011977195739746
51,3,지구의 반대편 끝-스웨덴,생활디자인,학부,2006,/partner/expReport.asp?id=2460&page=6&bgbn=R,1,0.7554324865341187
52,2,친절한 사람들과 여유로운 생활을 Vaxjo,신문방송학과,학부,2006,/partner/expReport.asp?id=2216&page=6&bgbn=R,1,0.7903740406036377
53,1,파견 보고서,심리학과,학부,2006,/partner/expReport.asp?id=2154&page=6&bgbn=R,1,0.6132471561431885
