,No,제목,학과,과정,년도,href,BERT_SCORE,RNN_SCORE
0,9,키위화 되었던 반년의 생활,문화인류학과,학부,2016,/partner/expReport.asp?id=13191&page=1&bgbn=R,1,0.5584397912025452
1,8,자기 자신을 찾아서,식품영양학과,학부,2015,/partner/expReport.asp?id=12786&page=1&bgbn=R,0,0.17318835854530334
2,7,청정국가 뉴질랜드에서의 여유로운 한 학기를 마치고,토목환경공학과,학부,2015,/partner/expReport.asp?id=12190&page=1&bgbn=R,1,0.9219544529914856
3,6,자연과 함께한 5개월,실내건축학과,학부,2014,/partner/expReport.asp?id=11894&page=1&bgbn=R,1,0.7410826683044434
4,5,뉴질랜드에서의 경험,문화인류학,학부,2013,/partner/expReport.asp?id=6801&page=1&bgbn=R,1,0.7486155033111572
5,4,내 인생관을 통째로 바꿔놓은 행복했던 뉴질랜드 교환!!,응용통계학과,학부,2012,/partner/expReport.asp?id=6264&page=1&bgbn=R,1,0.8854264616966248
6,3,한적하고 아름다운 알바니에서의 한 학기,국어국문학과,학부,2011,/partner/expReport.asp?id=5373&page=1&bgbn=R,1,0.7113003730773926
7,2,전원과 자연과 함께한 뉴질랜드에서의 일년,법학과,학부,2010-2011,/partner/expReport.asp?id=5022&page=1&bgbn=R,1,0.7727668285369873
8,1,항구의 낭만을 만끽할 수 있는 곳-오클랜드 대학교,중어중문학과,학부,2009,/partner/expReport.asp?id=3654&page=1&bgbn=R,1,0.9269853234291077
