,No,제목,학과,과정,년도,href,BERT_SCORE,RNN_SCORE
0,3,브장송에서 반년,불어불문학과,학부,2018,/partner/expReport.asp?id=14956&page=1&bgbn=R,0,0.4195614159107208
1,2,브장송에서의 1년,불어불문학과,학부,2010-2011,/partner/expReport.asp?id=4956&page=1&bgbn=R,0,0.645369291305542
2,1,Besancon에서의 일년,신문방송학과,학부,2001,/partner/expReport.asp?id=971&page=1&bgbn=R,1,0.6775053143501282
