,No,제목,학과,과정,년도,href,RNN_SCORE
0,4,Mi Experiencia en la Universidad de Alicante,UIC - Economics,학부,2015,/partner/expReport.asp?id=12306&page=1&bgbn=R,0.5163494348526001
1,3,낭만적인 Alicante 에서의 한학기,건축학과,학부,2013,/partner/expReport.asp?id=7009&page=1&bgbn=R,0.8467108607292175
2,2,My Experience in Alicante,GSIS,학부,2009,/partner/expReport.asp?id=3990&page=1&bgbn=R,0.5123575925827026
3,1,알리칸테에서 스페인을 배우다,역사문화학,학부,2008-2009,/partner/expReport.asp?id=3659&page=1&bgbn=R,0.6221135258674622
