,No,제목,학과,과정,년도,href,BERT_SCORE,RNN_SCORE
0,73,알토대학교에서의 한학기,UIC 창의기술경영,학부,2019,/partner/expReport.asp?id=15689&page=1&bgbn=R,1,0.7504055500030518
1,72,"Aalto, Mikkeli: 우주의 밤바닥에서",경영학과,학부,2015,/partner/expReport.asp?id=12618&page=1&bgbn=R,1,0.27033916115760803
2,71,꿈같았던 Mikkeli에서의 한 학기 :),교육학과,학부,2015,/partner/expReport.asp?id=12507&page=1&bgbn=R,1,0.8655915856361389
3,70,"마음의 고향, 핀란드",철학,학부,2015,/partner/expReport.asp?id=12303&page=1&bgbn=R,1,0.6972677707672119
4,69,"가장 낯설었던 나라에서 보낸, 잊을 수 없는 1년",사회학과,학부,2012,/partner/expReport.asp?id=11827&page=1&bgbn=R,1,0.9172306060791016
5,68,생각의 폭을 넓혀준 교환학생의 1년!,경영학과,학부,2014,/partner/expReport.asp?id=10750&page=1&bgbn=R,1,0.7471966743469238
6,67,미켈리에서의 한 학기,정치외교학과,학부,2014,/partner/expReport.asp?id=10664&page=1&bgbn=R,1,0.731432318687439
7,66,Mikkeli Spirit,경영학과,학부,2014,/partner/expReport.asp?id=8608&page=1&bgbn=R,1,0.5230967998504639
8,65,미켈리에서의 한 학기(※경영대학입니다 경제대학 아닙니다),응용통계학과,학부,2013,/partner/expReport.asp?id=7482&page=1&bgbn=R,1,0.3136339783668518
9,64,미켈리에서의 1년,경제학과,학부,2012-2013,/partner/expReport.asp?id=6664&page=1&bgbn=R,1,0.731432318687439
10,63,"숲과 호수의 나라 핀란드, 작은 마을 미켈리에서의 1년..",경제학과,학부,2012-2013,/partner/expReport.asp?id=6493&page=2&bgbn=R,1,0.8492964506149292
11,62,어둡고 추운 곳에서의 잊지 못할 기억,경영학과,학부,2012,/partner/expReport.asp?id=6324&page=2&bgbn=R,1,0.902430534362793
12,61,"찬란했던 2012, 헬싱키에서",경영학과,학부,2012,/partner/expReport.asp?id=6247&page=2&bgbn=R,1,0.47917380928993225
13,60,미켈리에서 값진 추억을 만든 한 학기,경제학과,학부,2012,/partner/expReport.asp?id=6066&page=2&bgbn=R,1,0.7279368042945862
14,59,Tervetuola! Welcome to Helsinki!,사회학과,학부,2011-2012,/partner/expReport.asp?id=5799&page=2&bgbn=R,1,0.5139521360397339
15,58,미켈리에서의 석 달,국어국문학과,학부,2011,/partner/expReport.asp?id=5568&page=2&bgbn=R,1,0.8051018714904785
16,57,"호수와 숲의 나라 핀란드, 헬싱키에서의 한 학기.",경영학과,학부,2011,/partner/expReport.asp?id=5392&page=2&bgbn=R,1,0.8324434757232666
