,No,제목,학과,과정,년도,href,BERT_SCORE,RNN_SCORE
0,20,University of Vienna 파견보고서,영어영문학,학부,2019,/partner/expReport.asp?id=16315&page=1&bgbn=R,1,0.6542438864707947
1,19,빈에서의 한 학기,언더우드국제학과 (국제학),학부,2019,/partner/expReport.asp?id=16246&page=1&bgbn=R,1,0.5832779407501221
2,18,비엔나에서 한학기,심리학과,학부,2019,/partner/expReport.asp?id=15947&page=1&bgbn=R,1,0.469870924949646
3,17,비엔나에서 살아가는 법,철학과,학부,2019,/partner/expReport.asp?id=15890&page=1&bgbn=R,1,0.710009753704071
4,16,빈에서 한학기,식품영양,학부,2017-2018,/partner/expReport.asp?id=14622&page=1&bgbn=R,1,0.13421550393104553
5,15,아름다운 빈에서 보낸 봄학기,경제학과,학부,2017,/partner/expReport.asp?id=14583&page=1&bgbn=R,1,0.5918748378753662
6,14,빈에서의 일상,독어독문학과,학부,2016,/partner/expReport.asp?id=14467&page=1&bgbn=R,1,0.6913224458694458
7,13,비엔나대학교에서의 한 학기,문화경영디자인학과,학부,2017,/partner/expReport.asp?id=14243&page=1&bgbn=R,1,0.7504055500030518
8,12,비엔나에서의 한 학기를 돌아보며,행정학과,학부,2013,/partner/expReport.asp?id=13593&page=1&bgbn=R,1,0.9580782651901245
9,11,아름다웠던 비엔나에서의 한 학기,경영학,학부,2016,/partner/expReport.asp?id=13439&page=1&bgbn=R,1,0.8531798124313354
10,10,소중한 경험이었습니다,독어독문학과,학부,2016,/partner/expReport.asp?id=13429&page=2&bgbn=R,1,0.812402069568634
11,9,빈에서 보낸 한 학기의 기록입니다,독어독문학과,학부,2014-2015,/partner/expReport.asp?id=13403&page=2&bgbn=R,1,0.38518407940864563
12,8,살기 좋은 도시 Wien에서의 1년,철학,학부,2015,/partner/expReport.asp?id=12670&page=2&bgbn=R,1,0.8274050951004028
13,7,아름다운 도시 비엔나,독어독문학과,학부,2014,/partner/expReport.asp?id=12259&page=2&bgbn=R,1,0.6342481970787048
14,6,#WeLoveVienna,독어독문학과,학부,2015,/partner/expReport.asp?id=12040&page=2&bgbn=R,1,0.50729900598526
15,5,"꿈만 같았던 음악의 도시, 비엔나에서의 '꿈'",정치외교학과,학부,2013,/partner/expReport.asp?id=7384&page=2&bgbn=R,1,0.9463752508163452
16,4,잊지 못할 한 학기,경제학과,학부,2014,/partner/expReport.asp?id=7344&page=2&bgbn=R,1,0.8669974207878113
17,3,유럽의 중심 비엔나에서!,경제학과,학부,2013-2014,/partner/expReport.asp?id=6953&page=2&bgbn=R,1,0.24892902374267578
18,2,Uni-wien!,철학,학부,2013,/partner/expReport.asp?id=6686&page=2&bgbn=R,1,0.5123575925827026
19,1,비엔나에서의 꿈 같은 한 학기,영어영문,학부,2012/2013,/partner/expReport.asp?id=6268&page=2&bgbn=R,1,0.8912417888641357
