,No,제목,학과,과정,년도,href,BERT_SCORE,RNN_SCORE
0,7,아직도 고민 중이니? 누려라 타마삿,행정학과,학부,2011,/partner/expReport.asp?id=5490&page=1&bgbn=R,0,0.759028434753418
1,6,작열하는 태양만큼이나 열정적인 그곳...타마삿,경영학과,학부,2006,/partner/expReport.asp?id=2458&page=1&bgbn=R,1,0.9421868324279785
2,5,그리운 타마삿에서의 경험들9,의공학부,학부,2006,/partner/expReport.asp?id=2419&page=1&bgbn=R,1,0.8554242253303528
3,4,탐마삿에서의 생활,신문방송학과,학부,2003,/partner/expReport.asp?id=1932&page=1&bgbn=R,1,0.6024920344352722
4,3,풍부한 경험과 잊을수 없는 추억들,경영학과,학부,2003-2004,/partner/expReport.asp?id=1785&page=1&bgbn=R,1,0.9868521094322205
5,2,방콕에서의 즐거웠던 한학기,경영학과,학부,2004,/partner/expReport.asp?id=1570&page=1&bgbn=R,1,0.8437320590019226
6,1,타마삿대학교 간다면 (필독),법학과,학부,2003-2004,/partner/expReport.asp?id=1154&page=1&bgbn=R,1,0.6892661452293396
