,No,제목,학과,과정,년도,href,BERT_SCORE,RNN_SCORE
0,17,프랑스 교환학생들에게 추천합니다,정치외교학과,학부,2016,/partner/expReport.asp?id=13447&page=1&bgbn=R,0,0.9330715537071228
1,16,후회없는 교환생활,경제학과,학부,2016,/partner/expReport.asp?id=13255&page=1&bgbn=R,0,0.8412085175514221
2,15,지나고나니 더 그리운 Amiens에서의 한학기,신문방송학과,학부,2014,/partner/expReport.asp?id=7351&page=1&bgbn=R,0,0.867729663848877
3,14,교환학생 강력추천 아미앙,불어불문학과,학부,2013-2014,/partner/expReport.asp?id=7313&page=1&bgbn=R,1,0.7225104570388794
4,13,아미앙에서의 한 학기,불어불문학과,학부,2012,/partner/expReport.asp?id=6227&page=1&bgbn=R,1,0.5562176704406738
5,12,잊지 못할 한 학기,경영학과,학부,2012,/partner/expReport.asp?id=6176&page=1&bgbn=R,1,0.8669974207878113
6,11,"후회하지 않을 선택, 아미엥",주거환경학과,학부,2011,/partner/expReport.asp?id=5682&page=1&bgbn=R,0,0.876907229423523
7,10,"최고의 선택, 아미엥",불어불문학과,학부,2010-2011,/partner/expReport.asp?id=5049&page=1&bgbn=R,1,0.9490357637405396
8,9,"여유로운 도시, 아미앙",영어영문학과,학부,2010-2011,/partner/expReport.asp?id=4977&page=1&bgbn=R,1,0.6715008020401001
9,8,행운이 따랐던 선택.,경영학과,학부,2010,/partner/expReport.asp?id=4677&page=1&bgbn=R,1,0.6862766742706299
10,7,최고의 선택,경제학과,학부,2010,/partner/expReport.asp?id=4594&page=2&bgbn=R,0,0.9345005750656128
11,6,다시 선택해도 아미앵,경영학과,학부,2009-2010,/partner/expReport.asp?id=4588&page=2&bgbn=R,1,0.8464407324790955
12,5,교환학생,불어불문학과,학부,2007-2008,/partner/expReport.asp?id=3302&page=2&bgbn=R,0,0.50729900598526
13,4,매력만점♥프랑스에서의 교환학생 생활,신문방송학과,학부,2007-2008,/partner/expReport.asp?id=3119&page=2&bgbn=R,1,0.9329953193664551
14,3,매료될 수 밖에 없는 그 곳,생활디자인,학부,2007,/partner/expReport.asp?id=2922&page=2&bgbn=R,1,0.9365873336791992
15,2,잊지못할 추억을 만들어준 곳!!,응용통계/경영,학부,2006,/partner/expReport.asp?id=2667&page=2&bgbn=R,1,0.9241681694984436
16,1,Groupe sup de Co Amiens Picardie,경영학과,학부,2006sus,/partner/expReport.asp?id=2463&page=2&bgbn=R,1,0.5139521360397339
