,No,제목,학과,과정,년도,href,RNN_SCORE
0,2,오보에서의 행복한 한학기!!,사학과/언론홍보영상학부,학부,2012,/partner/expReport.asp?id=6094&page=1&bgbn=R,0.9462456107139587
1,1,Turku에서의 1년,신문방송학과/경영학과 이중전공,학부,2006,/partner/expReport.asp?id=2337&page=1&bgbn=R,0.731432318687439
