,No,제목,학과,과정,년도,href,RNN_SCORE
0,9,SOAS에서 보낸 한 학기,언더우드국제대학 문화디자인경영,학부,2019,/partner/expReport.asp?id=15856&page=1&bgbn=R,0.5980356335639954
1,8,SOAS에서의 Term 1,언론홍보영상학부,학부,2018,/partner/expReport.asp?id=15830&page=1&bgbn=R,0.7415863871574402
2,7,SOAS에서의 교환학생 생활,언더우드학부 국제학과,학부,2019,/partner/expReport.asp?id=15631&page=1&bgbn=R,0.7123725414276123
3,6,SOAS에서의 가을,언더우드 국제대학 국제학과,학부,2018,/partner/expReport.asp?id=15521&page=1&bgbn=R,0.8369935750961304
4,5,SOAS에서의 봄,언더우드학부 경제학과,학부,2018,/partner/expReport.asp?id=15066&page=1&bgbn=R,0.8535202741622925
5,4,SOAS에서의 1년,JCL,학부,2016-2017,/partner/expReport.asp?id=14268&page=1&bgbn=R,0.731432318687439
6,3,"University of London, SOAS에서의 봄학기",경영학과,학부,2017,/partner/expReport.asp?id=14147&page=1&bgbn=R,0.7537130117416382
7,2,런던대 SOAS에서 한 학기,언더우드학부 경제학과,학부,2016,/partner/expReport.asp?id=13684&page=1&bgbn=R,0.4763190746307373
8,1,SOAS (School of Oriental and African Studies) Term 1 교환,사회과학대학 문화인류학과,학부,2015,/partner/expReport.asp?id=13280&page=1&bgbn=R,0.5472894906997681
