,No,제목,학과,과정,년도,href,RNN_SCORE
0,7,잊지못할 추억,토목환경공학과,학부,2013,/partner/expReport.asp?id=6759&page=1&bgbn=R,0.8864666819572449
1,6,"태국, 그 황홀한 추억",신문방송학과,학부,2010,/partner/expReport.asp?id=4330&page=1&bgbn=R,0.6493364572525024
2,5,태국이라 걱정되신다고요,경영학과,학부,2008,/partner/expReport.asp?id=3500&page=1&bgbn=R,0.44246435165405273
3,4,꿈만같았던 그 순간들,경영학과,학부,2006,/partner/expReport.asp?id=2315&page=1&bgbn=R,0.8230458498001099
4,3,나를 변하게 한 2006년,경영학과,학부,2006,/partner/expReport.asp?id=2298&page=1&bgbn=R,0.6894667744636536
5,2,"새로운 세계와의 만남, 태국",상경계열,학부,2005,/partner/expReport.asp?id=1933&page=1&bgbn=R,0.4354310631752014
6,1,기대이상으로 즐거웠던 한학기,경영학전공,학부,2004,/partner/expReport.asp?id=1407&page=1&bgbn=R,0.9445953369140625
