,No,제목,학과,과정,년도,href,BERT_SCORE,RNN_SCORE
0,17,9개월 동안의 값진 경험,경영,학부,2013-2014,/partner/expReport.asp?id=7273&page=1&bgbn=R,1,0.7686877250671387
1,16,1년동안의 값진 추억,경영학과,학부,2012-2013,/partner/expReport.asp?id=6602&page=1&bgbn=R,1,0.8068398833274841
2,15,"즐거운 나날들의 연속, ESCEM",경영학과,학부,2012-2013,/partner/expReport.asp?id=6598&page=1&bgbn=R,1,0.9101327657699585
3,14,ESCEM에서의 행복한 1학기,경제학과,학부,2013,/partner/expReport.asp?id=6595&page=1&bgbn=R,1,0.9028185606002808
4,13,한 학기 동안의 좋은 휴식,경제학과,학부,2013,/partner/expReport.asp?id=6466&page=1&bgbn=R,1,0.8487827777862549
5,12,"화려한 나라 프랑스, 그 안의 작은 도시 푸아티에",경영학과,학부,2012,/partner/expReport.asp?id=6313&page=1&bgbn=R,1,0.45360127091407776
6,11,즐거웠던 교환 학생 경험,정치외교,학부,2012,/partner/expReport.asp?id=5956&page=1&bgbn=R,0,0.8958758115768433
7,10,대학생활의 가장 값진 경험,경영학과,학부,2010,/partner/expReport.asp?id=5358&page=1&bgbn=R,1,0.8364006876945496
8,9,ESCEM Poitiers 에서의 추억,경영학과,학부,2010-2011,/partner/expReport.asp?id=5224&page=1&bgbn=R,1,0.8973339796066284
9,8,잊지못할 값진 추억과 경험,응용통계학과,학부,2010,/partner/expReport.asp?id=4785&page=1&bgbn=R,0,0.9497230052947998
10,7,교환학생으로서의 잊지못할 1년,경영학과,학부,2009-2010,/partner/expReport.asp?id=4582&page=2&bgbn=R,0,0.5552499294281006
11,6,ESCEM에서의 잊지못할 한 학기,경영학과,학부,2010,/partner/expReport.asp?id=4571&page=2&bgbn=R,1,0.9380415678024292
12,5,poitiers에서의 1년,경제학과,학부,2009,/partner/expReport.asp?id=4411&page=2&bgbn=R,0,0.731432318687439
13,4,ESCEM에서의 잊지못할 한 학기,경영학과,학부,2009,/partner/expReport.asp?id=4406&page=2&bgbn=R,1,0.9380415678024292
14,3,잊을 수 없는 한 학기..,경영학과,학부,2009,/partner/expReport.asp?id=3800&page=2&bgbn=R,1,0.8319572806358337
15,2,ESCEM-Poitiers,경제학과,학부,2008,/partner/expReport.asp?id=3333&page=2&bgbn=R,1,0.515648603439331
16,1,ESCEM 에서의 한 학기,의류환경학과,학부,2008,/partner/expReport.asp?id=3278&page=2&bgbn=R,1,0.731432318687439
