,No,제목,학과,과정,년도,href,BERT_SCORE,RNN_SCORE
0,27,"정이 들 수밖에 없는 도시, 에어푸르트",독어독문학과,학부,2019,/partner/expReport.asp?id=16524&page=1&bgbn=R,1,0.8132302165031433
1,26,평화롭고 아름다운 도시 에어푸르트,정치외교학과,학부,2019,/partner/expReport.asp?id=16402&page=1&bgbn=R,1,0.9386031627655029
2,25,에르푸르트에서의 한 학기,노어노문학과,학부,2019,/partner/expReport.asp?id=16045&page=1&bgbn=R,1,0.645369291305542
3,24,에르푸르트 대학,비교문학문화,학부,2018-2019,/partner/expReport.asp?id=15960&page=1&bgbn=R,1,0.4117032587528229
4,23,비독문과로서 독일 소도시에서 지내기,국어국문학과,학부,2018,/partner/expReport.asp?id=15469&page=1&bgbn=R,1,0.7445147633552551
5,22,에어푸르트 교환학생 후기,독어독문학과,학부,2017-2018,/partner/expReport.asp?id=15357&page=1&bgbn=R,1,0.44747495651245117
6,21,에어푸르트 대학,교육학과,학부,2015,/partner/expReport.asp?id=13126&page=1&bgbn=R,1,0.4117032587528229
7,20,에어푸르트대학,독어독문학과,학부,2015,/partner/expReport.asp?id=12792&page=1&bgbn=R,1,0.4117032587528229
8,19,에르푸르트대학교 보고서,국제학과,학부,2015,/partner/expReport.asp?id=12380&page=1&bgbn=R,0,0.6860718727111816
9,18,에르푸르트 대학,독어독문학과,학부,2014-2015,/partner/expReport.asp?id=12263&page=1&bgbn=R,1,0.4117032587528229
10,17,에어푸르트,독어독문학과,학부,2014,/partner/expReport.asp?id=11903&page=2&bgbn=R,1,0.47254469990730286
11,16,에어푸르트로 오세요,철학과,학부,2013-2014,/partner/expReport.asp?id=7203&page=2&bgbn=R,1,0.38929876685142517
12,15,Die beste Stadt für dein Studium,독어독문학과,학부,2011,/partner/expReport.asp?id=5533&page=2&bgbn=R,1,0.5385949611663818
13,14,Universitaet Erfurt,철학,학부,2010-2011,/partner/expReport.asp?id=4830&page=2&bgbn=R,1,0.48335328698158264
14,13,망설이고 있는 당신에게 주는 편지,독어독문학,학부,2006-2007,/partner/expReport.asp?id=3879&page=2&bgbn=R,1,0.8482530117034912
15,12,독일을 느끼고 싶다면 ERFURT로!,심리학과,학부,2007,/partner/expReport.asp?id=3289&page=2&bgbn=R,1,0.7860852479934692
16,11,경험 보고서,경제학과,학부,2007,/partner/expReport.asp?id=3215&page=2&bgbn=R,1,0.6995068192481995
17,10,Universitaet Erfurt,물리학과,학부,2006-2007,/partner/expReport.asp?id=2684&page=2&bgbn=R,1,0.48335328698158264
18,9,Uni. Erfurt 경험보고서,독어독문학,학부,2006,/partner/expReport.asp?id=2514&page=2&bgbn=R,0,0.6099135279655457
19,8,Universität Erfurt,독어독문학과,학부,2005~2006,/partner/expReport.asp?id=2203&page=2&bgbn=R,1,0.4899306297302246
20,7,Erfurt 대학,독어독문학전공,학부,2006,/partner/expReport.asp?id=2140&page=3&bgbn=R,1,0.4117032587528229
21,6,The University of Erfurt,독어독문학과,학부,2005-2006,/partner/expReport.asp?id=1990&page=3&bgbn=R,1,0.4899306297302246
22,5,Erfurt- Das Grüne Herz von Deutschland!,독어독문학,학부,2004-2005,/partner/expReport.asp?id=1779&page=3&bgbn=R,1,0.5640531182289124
23,4,Erfurt 경험보고서,인문학부,학부,2004,/partner/expReport.asp?id=1523&page=3&bgbn=R,0,0.6353806853294373
24,3,너희가 Erfurt를 아는가!,,학부,2004~2005,/partner/expReport.asp?id=1522&page=3&bgbn=R,1,0.6263805031776428
25,2,에어푸르트 그리고 그 1년,상경계열,학부,2003-2004,/partner/expReport.asp?id=1352&page=3&bgbn=R,1,0.6417743563652039
26,1,University of Erfurt를 다녀와서,생명공학전공,학부,2004,/partner/expReport.asp?id=1348&page=3&bgbn=R,1,0.5858541131019592
