,No,제목,학과,과정,년도,href,BERT_SCORE,RNN_SCORE
0,6,이스탄불 카디르하스 대학 경험보고서,의류환경학과,학부,2015-2016,/partner/expReport.asp?id=12655&page=1&bgbn=R,1,0.5988859534263611
1,5,터키 이스탄불 Kadir Has University,정치외교학과,학부,2014-2015,/partner/expReport.asp?id=12210&page=1&bgbn=R,1,0.6654982566833496
2,4,Kadir Has Univ.,생활디자인학과,학부,2015,/partner/expReport.asp?id=11985&page=1&bgbn=R,1,0.4899306297302246
3,3,Kadir Has Univ 경험보고서,의류환경학과,학부,2014,/partner/expReport.asp?id=7449&page=1&bgbn=R,0,0.6099135279655457
4,2,Turkey Kadir Has University 보고서,정치외교학과,학부,2014,/partner/expReport.asp?id=7262&page=1&bgbn=R,0,0.5823991894721985
5,1,Kadir has university,경제학과,학부,2012,/partner/expReport.asp?id=6113&page=1&bgbn=R,0,0.4831991493701935
