,No,제목,학과,과정,년도,href,RNN_SCORE
0,8,로잔에서의 평화로웠던 한 학기,불어불문학과,학부,2019,/partner/expReport.asp?id=16464&page=1&bgbn=R,0.814393162727356
1,7,로잔대에서의 한 학기,불어불문학과,학부,2019,/partner/expReport.asp?id=16394&page=1&bgbn=R,0.7791428565979004
2,6,잊을 수 없는 로잔에서의 한 학기,불어불문학과,학부,2017,/partner/expReport.asp?id=15919&page=1&bgbn=R,0.8866071701049805
3,5,레만호수를 끼고 로잔에서의 한 학기,UD ECON,학부,2019,/partner/expReport.asp?id=15818&page=1&bgbn=R,0.717139720916748
4,4,아름답고 조용한 스위스 로잔에서의 한 학기-!,불어불문학과,학부,2018,/partner/expReport.asp?id=15037&page=1&bgbn=R,0.867085337638855
5,3,로잔에서의 평화로운 한 학기,시스템생물학과,학부,2017~2018,/partner/expReport.asp?id=14653&page=1&bgbn=R,0.814393162727356
6,2,Universite de Lausanne 최고의 선택 !,불어불문학과,학부,2016-2017,/partner/expReport.asp?id=14275&page=1&bgbn=R,0.8335431814193726
7,1,풍경이 아름답고 조용하고 평화로운 로잔에서의 한 학기,시스템생물학과,학부,2016,/partner/expReport.asp?id=13135&page=1&bgbn=R,0.9467970132827759
