,No,제목,학과,과정,년도,href,BERT_SCORE,RNN_SCORE
20,36,2014-1 보코니 대학교 교환학생 경험보고서,경영학과,학부,2014,/partner/expReport.asp?id=7174&page=3&bgbn=R,0,0.7797658443450928
21,35,밀라노에서의 한 학기,경영학과,학부,2013,/partner/expReport.asp?id=6527&page=3&bgbn=R,1,0.731432318687439
22,34,Bocconi 경험보고서,경영학과,학부,2013,/partner/expReport.asp?id=6450&page=3&bgbn=R,1,0.6901764869689941
23,33,"bocconi university, milan",경제학과,학부,2012,/partner/expReport.asp?id=6046&page=3&bgbn=R,1,0.5123575925827026
24,32,교환학생 경험보고서,경제학과,학부,2012,/partner/expReport.asp?id=6027&page=3&bgbn=R,0,0.6901764869689941
25,31,밀라노에서의 한 학기,경영학과,학부,2011,/partner/expReport.asp?id=5935&page=3&bgbn=R,1,0.731432318687439
26,30,MI PIACE MILANO,경영학과,학부,2011,/partner/expReport.asp?id=5482&page=3&bgbn=R,1,0.515648603439331
27,29,보코니 경험보고서,의류환경학과,학부,2010,/partner/expReport.asp?id=4632&page=3&bgbn=R,1,0.6624419093132019
28,28,밀라노 보코니 대학교,International Trade & Finance,대학원,2009,/partner/expReport.asp?id=4144&page=3&bgbn=R,1,0.5713873505592346
29,27,보코니 대학 경험 보고서,경영학과,학부,2009,/partner/expReport.asp?id=4120&page=3&bgbn=R,1,0.6844233274459839
30,26,La dolce vita nella Milano e Italia:),응용통계학과,학부,2009-2010,/partner/expReport.asp?id=4108&page=4&bgbn=R,1,0.5188660621643066
31,25,Universita Bocconi,경영학과,학부,2009,/partner/expReport.asp?id=4064&page=4&bgbn=R,1,0.5230967998504639
32,24,이탈리아. 밀라노. 그리고 보코니.,경영학과,학부,2008-2009,/partner/expReport.asp?id=3826&page=4&bgbn=R,1,0.6373658180236816
33,23,Università Commerciale Luigi Bocconi,의류환경학과,학부,2008-2009,/partner/expReport.asp?id=3801&page=4&bgbn=R,1,0.5122702717781067
34,22,boconni,언더우드 국제학,학부,2009,/partner/expReport.asp?id=3756&page=4&bgbn=R,0,0.50729900598526
35,21,"미워할 수 없는 밀라노, 이탈리아 :D",경영학과,학부,2008,/partner/expReport.asp?id=3435&page=4&bgbn=R,1,0.7917931079864502
36,20,"유럽, 이탈리아, 밀라노, Bocconi !",경영학과,학부,2008,/partner/expReport.asp?id=3256&page=4&bgbn=R,1,0.4630684554576874
37,19,Universita Bocconi,경영학과,학부,2007,/partner/expReport.asp?id=2757&page=4&bgbn=R,1,0.5230967998504639
38,18,Bocconi Univ. 경험보고서,경영학과,학부,2007,/partner/expReport.asp?id=2690&page=4&bgbn=R,1,0.6584348678588867
39,17,"영원히 잊지 못 할 그 곳, 보코니 그리고 밀라노",경영학과,학부,2007,/partner/expReport.asp?id=2670&page=4&bgbn=R,1,0.9732083678245544
40,16,보코니를 다녀와서,경영학과,학부,2006,/partner/expReport.asp?id=2449&page=5&bgbn=R,1,0.692540168762207
41,15,Bocconi에서의 즐거웠던 한학기!,경영학과,학부,2006,/partner/expReport.asp?id=2211&page=5&bgbn=R,1,0.8998713493347168
42,14,보코니 가을학기를 보내고,경영학과,학부,2005,/partner/expReport.asp?id=1961&page=5&bgbn=R,1,0.8360891342163086
43,13,너무나도 소중한 추억 - 보코니 대학교,경영학과,학부,2005,/partner/expReport.asp?id=1918&page=5&bgbn=R,1,0.9113143682479858
44,12,bocconi대학경험보고서,경영학과,학부,2005,/partner/expReport.asp?id=1813&page=5&bgbn=R,1,0.639470100402832
45,11,보코니 대학 경험 보고서,영어영문학전공,학부,2204,/partner/expReport.asp?id=1485&page=5&bgbn=R,1,0.6844233274459839
46,10,BOCCONI UNIV.-김윤경,경영학전공,학부,2003,/partner/expReport.asp?id=1244&page=5&bgbn=R,1,0.5123575925827026
47,9,Bocconi 경험보고서,경제학전공,학부,2003,/partner/expReport.asp?id=1023&page=5&bgbn=R,1,0.6901764869689941
48,8,Bocconi Univ-황정은,경영학전공,학부,2003,/partner/expReport.asp?id=948&page=5&bgbn=R,1,0.5123575925827026
49,7,보코니...,경영학전공,학부,2002-2003,/partner/expReport.asp?id=869&page=5&bgbn=R,0,0.4255307912826538
50,6,나의 제 2의 조국 이탈리아..,상경계열,학부,2002-2003,/partner/expReport.asp?id=788&page=6&bgbn=R,1,0.7295606732368469
51,5,Bocconi Univ. - 주민혜,상경계열,학부,2001-2002,/partner/expReport.asp?id=634&page=6&bgbn=R,0,0.5007091760635376
52,4,Bocconi Univ. - 한승권,상경계열,학부,2002,/partner/expReport.asp?id=580&page=6&bgbn=R,0,0.40974628925323486
53,3,Bocconi Univ. - 김옥신,경제학전공,학부,2001,/partner/expReport.asp?id=404&page=6&bgbn=R,0,0.6008918881416321
54,2,Bocconi Univ.-권세민,상경계열,학부,1999,/partner/expReport.asp?id=271&page=6&bgbn=R,1,0.6309136152267456
55,1,Bocconi Univ.-유희영,상경계열,학부,2001,/partner/expReport.asp?id=220&page=6&bgbn=R,0,0.5123575925827026
