,No,제목,학과,과정,년도,href,BERT_SCORE,RNN_SCORE
0,56,2020년 1학기 보코니 교환학생 후기 (distance learning),의류환경학과/경영학과,학부,2020-1,/partner/expReport.asp?id=16603&page=1&bgbn=R,0,0.5966948866844177
1,55,그리울 밀라노 그리울 보꼬니ㅠ,창의기술경영,학부,2019-2,/partner/expReport.asp?id=16270&page=1&bgbn=R,1,0.6014621257781982
2,54,보코니 교환학생 후기,의류환경학과/경영학과,학부,2019-2,/partner/expReport.asp?id=16191&page=1&bgbn=R,0,0.5612103343009949
3,53,밀라노 안오면 후회할걸?,심리학/경영학,학부,2019,/partner/expReport.asp?id=15780&page=1&bgbn=R,1,0.3154723644256592
4,52,애정하는 밀라노와 보코니 대학교 (꿀팁+자세함!),사학과/ 경영학과,학부,2019-1,/partner/expReport.asp?id=15732&page=1&bgbn=R,1,0.8457916378974915
5,51,밀라노 다시 보내주세요..ㅠㅠ,언론홍보영상학부,학부,2019,/partner/expReport.asp?id=15716&page=1&bgbn=R,1,0.9197121858596802
6,50,최고의 선택,경영학과,학부,2017,/partner/expReport.asp?id=15564&page=1&bgbn=R,0,0.9345005750656128
7,49,밀라노에서의 한학기,정보인터렉션디자인,학부,2018,/partner/expReport.asp?id=15335&page=1&bgbn=R,1,0.731432318687439
8,48,밀라노 한량되기,UIC,학부,2017,/partner/expReport.asp?id=14945&page=1&bgbn=R,0,0.5421626567840576
9,47,밀라노에서의 한 학기,경영학과,학부,2018,/partner/expReport.asp?id=14911&page=1&bgbn=R,1,0.731432318687439
10,46,밀라노 Bocconi university 꿀팁 대방출!,경영학과,학부,2018,/partner/expReport.asp?id=14907&page=2&bgbn=R,1,0.5855969786643982
11,45,밀라노에서 놀기,경영학과,학부,2017,/partner/expReport.asp?id=14184&page=2&bgbn=R,0,0.1712009310722351
12,44,교환학생 보고서,UIC,학부,2016-2017,/partner/expReport.asp?id=14141&page=2&bgbn=R,0,0.7255330681800842
13,43,Bocconi 대학에서의 교환 학생 경험,경영학과,학부,2017,/partner/expReport.asp?id=14055&page=2&bgbn=R,1,0.8831056356430054
14,42,Bocconi University 경험 보고서,Yonsei university,학부,2016,/partner/expReport.asp?id=13760&page=2&bgbn=R,1,0.6680845022201538
15,41,2015 보코니대학교 파견보고서,UIC 문화디자인경영,학부,2015-2016,/partner/expReport.asp?id=13381&page=2&bgbn=R,1,0.7602688074111938
16,40,보코니 대학교-밀라노,경영학과,학부,2014,/partner/expReport.asp?id=10731&page=2&bgbn=R,1,0.6654779314994812
17,39,행복한 한 학기를 만들어준 밀라노,경제학과,학부,2014,/partner/expReport.asp?id=10666&page=2&bgbn=R,1,0.9266058802604675
18,38,An Amazing Experience in Milan,동아시아국제학부,학부,2014,/partner/expReport.asp?id=8595&page=2&bgbn=R,1,0.5122702717781067
19,37,보코니에서의 일년을 보내며,의류환경학과,학부,2013-2014,/partner/expReport.asp?id=7558&page=2&bgbn=R,1,0.8540759086608887
